taxonKey	scientificName	rank	taxonomicStatus	includes
2705932	Axonopus fissifolius (Raddi) Kuhlm.	SPECIES	ACCEPTED	2705933: Axonopus affinis Chase
2705953	Eleusine indica (L.) Gaertn.	SPECIES	ACCEPTED	2705953: Eleusine indica (L.) Gaertn.
2705955	Eleusine tristachya (Lam.) Lam.	SPECIES	ACCEPTED	2705955: Eleusine tristachya (Lam.) Lam.
2705957	Eleusine coracana Gaertn.	SPECIES	ACCEPTED	2705957: Eleusine coracana Gaertn.
2705966	Secale cereale L.	SPECIES	ACCEPTED	2705966: Secale cereale L.
2705972	Anthoxanthum aristatum Boiss.	SPECIES	ACCEPTED	2705972: Anthoxanthum aristatum Boiss.
2706002	Phleum paniculatum Huds.	SPECIES	ACCEPTED	2706002: Phleum paniculatum Huds.
2706026	Miscanthus sinensis Andersson	SPECIES	ACCEPTED	2706026: Miscanthus sinensis Andersson
2706052	Hordeum jubatum L.	SPECIES	ACCEPTED	2706052: Hordeum jubatum L.
2706056	Hordeum vulgare L.	SPECIES	ACCEPTED	2706056: Hordeum vulgare L. | 6313801: Hordeum vulgare subsp. hexastichon (L.) Celak. | 2706063: Hordeum hexastichon L. | 7940113: Hordeum distichon subsp. distichon | 4932619: Hordeum vulgare subsp. vulgare
2706188	Dactyloctenium aegyptium (L.) Willd.	SPECIES	ACCEPTED	2706188: Dactyloctenium aegyptium (L.) Willd.
2706209	Pseudosasa japonica Makino	SPECIES	DOUBTFUL	2706209: Pseudosasa japonica Makino
2706218	Lolium rigidum Gaudin	SPECIES	ACCEPTED	2706218: Lolium rigidum Gaudin | 9231612: Lolium subulatum Vis.
2706225	Lolium persicum Boiss. & Hohen.	SPECIES	ACCEPTED	2706225: Lolium persicum Boiss. & Hohen.
2706406	Triticum turgidum L.	SPECIES	ACCEPTED	2706389: Triticum durum Desf. | 2706406: Triticum turgidum L. | 8168170: Triticum dicoccum Schrank ex Schübl. | 8389446: Triticum turgidum subsp. dicoccum (Schrank ex Schübl.) Thell.
2706444	Agrostis scabra Willd.	SPECIES	ACCEPTED	2706444: Agrostis scabra Willd.
2706501	Agrostis castellana Boiss. & Reut.	SPECIES	ACCEPTED	2706501: Agrostis castellana Boiss. & Reut.
2714453	Cyperus cyperoides (L.) Kuntze	SPECIES	ACCEPTED	2714453: Cyperus cyperoides (L.) Kuntze
2714818	Cyperus rotundus L.	SPECIES	ACCEPTED	2714818: Cyperus rotundus L.
2715482	Cyperus eragrostis Lam.	SPECIES	ACCEPTED	2715482: Cyperus eragrostis Lam.
2716226	Cyperus esculentus L.	SPECIES	ACCEPTED	2716226: Cyperus esculentus L.
2716838	Eleocharis engelmannii Steud.	SPECIES	ACCEPTED	2716838: Eleocharis engelmannii Steud.
2717467	Eleocharis obtusa (Willd.) Schult.	SPECIES	ACCEPTED	2717467: Eleocharis obtusa (Willd.) Schult.
2718302	Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan	SPECIES	ACCEPTED	2718302: Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan | 8319769: Bolboschoenus yagara (Ohwi) A.E.Kozhevn.
2718387	Bolboschoenus glaucus (Lam.) S.G.Sm.	SPECIES	ACCEPTED	2718387: Bolboschoenus glaucus (Lam.) S.G.Sm.
2722380	Carex crawfordii Fernald	SPECIES	ACCEPTED	2722380: Carex crawfordii Fernald
2722515	Carex morrowii Boott	SPECIES	ACCEPTED	2722515: Carex morrowii Boott
2722973	Carex loliacea L.	SPECIES	ACCEPTED	2722973: Carex loliacea L.
2723271	Carex melanostachya Willd.	SPECIES	ACCEPTED	2723271: Carex melanostachya Willd.
2726360	Carex grayi J.Carey	SPECIES	ACCEPTED	2726360: Carex grayi J.Carey
2726538	Carex muskingumensis Schwein.	SPECIES	ACCEPTED	2726538: Carex muskingumensis Schwein.
2726539	Carex scoparia Schkuhr ex Willd.	SPECIES	ACCEPTED	2726539: Carex scoparia Schkuhr ex Willd.
2727875	Carex secalina Wahlenb.	SPECIES	ACCEPTED	2727875: Carex secalina Wahlenb.
2728060	Carex vulpinoidea Michx.	SPECIES	ACCEPTED	2728060: Carex vulpinoidea Michx.
2739071	Trachycarpus fortunei H.Wendl.	SPECIES	ACCEPTED	2739071: Trachycarpus fortunei H.Wendl.
2747489	Crocus chrysanthus Herb.	SPECIES	ACCEPTED	2747489: Crocus chrysanthus Herb.
2747564	Crocus tommasinianus Herb.	SPECIES	ACCEPTED	2747564: Crocus tommasinianus Herb.
2747567	Crocus vernus (L.) Hill	SPECIES	ACCEPTED	2747567: Crocus vernus (L.) Hill
2747939	Crocosmia crocosmiiflora (Nicholson) N.E.Br.	SPECIES	ACCEPTED	2747939: Crocosmia crocosmiiflora (Nicholson) N.E.Br.
2749791	Gladiolus italicus Mill.	SPECIES	ACCEPTED	2749791: Gladiolus italicus Mill.
2753146	Lilium martagon L.	SPECIES	ACCEPTED	2753146: Lilium martagon L.
2764179	Commelina communis L.	SPECIES	ACCEPTED	2764179: Commelina communis L.
2765156	Tradescantia fluminensis Vell.	SPECIES	ACCEPTED	2765156: Tradescantia fluminensis Vell.
2765272	Tradescantia virginiana L.	SPECIES	ACCEPTED	2765272: Tradescantia virginiana L.
2765940	Eichhornia crassipes Solms	SPECIES	ACCEPTED	2765940: Eichhornia crassipes Solms
2766030	Pontederia cordata L.	SPECIES	ACCEPTED	2766030: Pontederia cordata L.
2767229	Scilla sardensis (Barr & Sugden) Speta	SPECIES	ACCEPTED	2767230: Chionodoxa sardensis Whittall ex Barr & Sayden
2767271	Scilla luciliae (Boiss.) Speta	SPECIES	ACCEPTED	2767272: Chionodoxa luciliae Boiss.
2769493	Maianthemum stellatum Link	SPECIES	ACCEPTED	2769495: Smilacina stellata (L.) Desf.
2769766	Ruscus aculeatus L.	SPECIES	ACCEPTED	2769766: Ruscus aculeatus L.
2772082	Muscari latifolium J.Kirk.	SPECIES	ACCEPTED	2772082: Muscari latifolium J.Kirk.
2772174	Muscari armeniacum Baker	SPECIES	DOUBTFUL	2772174: Muscari armeniacum Baker
2772666	Hyacinthus orientalis L.	SPECIES	ACCEPTED	2772666: Hyacinthus orientalis L.
2772885	Ornithogalum pyramidale L.	SPECIES	ACCEPTED	2772885: Ornithogalum pyramidale L.
2772958	Ornithogalum narbonense L.	SPECIES	ACCEPTED	2772958: Ornithogalum narbonense L.
2773281	Ornithogalum nutans L.	SPECIES	ACCEPTED	2773281: Ornithogalum nutans L.
2773453	Ornithogalum divergens Boreau	SPECIES	ACCEPTED	9424795: Ornithogalum umbellatum subsp. divergens (Boreau) Bonnier & Layens
2775530	Yucca flaccida Haw.	SPECIES	ACCEPTED	2775530: Yucca flaccida Haw.
2775619	Yucca gloriosa L.	SPECIES	ACCEPTED	2775619: Yucca gloriosa L. | 2775653: Yucca gloriosa var. recurvifolia (Salisb.) Engelm.
2781074	Hemerocallis fulva L.	SPECIES	ACCEPTED	2781074: Hemerocallis fulva L.
2781103	Hemerocallis lilioasphodelus L.	SPECIES	ACCEPTED	2781103: Hemerocallis lilioasphodelus L.
2784401	Traunsteinera globosa Rchb.	SPECIES	ACCEPTED	2784401: Traunsteinera globosa Rchb.
2840931	Goodyera repens R.Br.	SPECIES	ACCEPTED	2840931: Goodyera repens R.Br.
2855356	Galanthus nivalis L.	SPECIES	ACCEPTED	2855356: Galanthus nivalis L. | 7316135: Galanthus nivalis f. nivalis | 2855358: Galanthus nivalis var. scharlockii Casp. | 2855360: Galanthus scharlokii (Casp.) Baker
2855439	Galanthus woronowii Losinsk.	SPECIES	ACCEPTED	2855439: Galanthus woronowii Losinsk.
2855705	Allium lusitanicum Lam.	SPECIES	ACCEPTED	2855705: Allium lusitanicum Lam.
2855823	Allium nigrum L.	SPECIES	ACCEPTED	2855823: Allium nigrum L.
2855860	Allium schoenoprasum L.	SPECIES	ACCEPTED	2855860: Allium schoenoprasum L.
2855893	Allium roseum L.	SPECIES	ACCEPTED	2855893: Allium roseum L.
2855968	Allium carinatum L.	SPECIES	ACCEPTED	2855968: Allium carinatum L.
2856456	Allium pendulinum Ten.	SPECIES	ACCEPTED	2856456: Allium pendulinum Ten.
2856457	Allium triquetrum L.	SPECIES	ACCEPTED	2856457: Allium triquetrum L.
2857679	Allium macleanii Baker	SPECIES	ACCEPTED	2857679: Allium macleanii Baker
2857697	Allium cepa L.	SPECIES	ACCEPTED	2857697: Allium cepa L.
2858581	Narcissus poeticus L.	SPECIES	ACCEPTED	2858581: Narcissus poeticus L.
2865448	Elodea canadensis Michx.	SPECIES	ACCEPTED	2865448: Elodea canadensis Michx.
2865501	Vallisneria americana Michx.	SPECIES	ACCEPTED	2865501: Vallisneria americana Michx.
2865526	Vallisneria spiralis L.	SPECIES	ACCEPTED	2865526: Vallisneria spiralis L.
2865565	Lagarosiphon major (Ridl.) Moss	SPECIES	ACCEPTED	2865565: Lagarosiphon major (Ridl.) Moss
2867614	Lemna minuta Kunth	SPECIES	ACCEPTED	2867614: Lemna minuta Kunth
2867631	Lemna turionifera E.Landolt	SPECIES	ACCEPTED	2867631: Lemna turionifera E.Landolt
2868827	Zantedeschia aethiopica Spreng.	SPECIES	ACCEPTED	2868827: Zantedeschia aethiopica Spreng.
2869311	Lysichiton americanus Hultén & H.St.John	SPECIES	ACCEPTED	2869311: Lysichiton americanus Hultén & H.St.John
2870583	Pistia stratiotes L.	SPECIES	ACCEPTED	2870583: Pistia stratiotes L.
2873769	Acorus calamus L.	SPECIES	ACCEPTED	2873769: Acorus calamus L.
2873861	Linum usitatissimum L.	SPECIES	ACCEPTED	2873861: Linum usitatissimum L.
2873926	Linum grandiflorum Desf.	SPECIES	ACCEPTED	2873926: Linum grandiflorum Desf.
2873991	Aristolochia clematitis L.	SPECIES	ACCEPTED	2873991: Aristolochia clematitis L.
2874024	Tuberaria guttata (L.) Fourr.	SPECIES	ACCEPTED	2874024: Tuberaria guttata (L.) Fourr.
2874190	Passiflora edulis Sims	SPECIES	ACCEPTED	2874190: Passiflora edulis Sims
2874199	Passiflora caerulea L.	SPECIES	ACCEPTED	2874199: Passiflora caerulea L.
2874508	Cucurbita pepo L.	SPECIES	ACCEPTED	2874508: Cucurbita pepo L.
2874509	Cucurbita moschata Duchesne	SPECIES	DOUBTFUL	2874509: Cucurbita moschata Duchesne
2874538	Thladiantha dubia Bunge	SPECIES	ACCEPTED	2874538: Thladiantha dubia Bunge
2874569	Cucumis sativus L.	SPECIES	ACCEPTED	2874569: Cucumis sativus L.
2874570	Cucumis melo L.	SPECIES	ACCEPTED	2874570: Cucumis melo L.
2874621	Citrullus lanatus (Thunb.) Matsumura & Nakai	SPECIES	ACCEPTED	2874621: Citrullus lanatus (Thunb.) Matsumura & Nakai
2874655	Sicyos angulatus L.	SPECIES	ACCEPTED	2874655: Sicyos angulatus L.
2874680	Ecballium elaterium A.Rich.	SPECIES	ACCEPTED	2874680: Ecballium elaterium A.Rich.
2874692	Frankenia pulverulenta L.	SPECIES	ACCEPTED	2874692: Frankenia pulverulenta L.
2874706	Tamarix parviflora DC.	SPECIES	ACCEPTED	2874706: Tamarix parviflora DC.
2875968	Corylus colurna L.	SPECIES	ACCEPTED	2875968: Corylus colurna L.
2876049	Corylus maxima Mill.	SPECIES	ACCEPTED	2876049: Corylus maxima Mill. | 2876058: Corylus maxima f. atropurpurea Dochnahl
2876571	Alnus pubescens Tausch	SPECIES	ACCEPTED	2876571: Alnus pubescens Tausch
2876607	Alnus cordata (Loisel.) Duby	SPECIES	ACCEPTED	2876607: Alnus cordata (Loisel.) Duby
2879098	Quercus ilex L.	SPECIES	ACCEPTED	2879098: Quercus ilex L.
2879504	Quercus frainetto M.Tenore	SPECIES	ACCEPTED	2879504: Quercus frainetto M.Tenore
2880539	Quercus rubra L.	SPECIES	ACCEPTED	2880539: Quercus rubra L.
2880580	Quercus cerris L.	SPECIES	ACCEPTED	2880580: Quercus cerris L.
2882443	Cabomba caroliniana A.Gray	SPECIES	ACCEPTED	2882443: Cabomba caroliniana A.Gray
2882753	Gaultheria procumbens L.	SPECIES	ACCEPTED	2882753: Gaultheria procumbens L.
2882803	Arbutus unedo L.	SPECIES	ACCEPTED	2882803: Arbutus unedo L.
2882849	Vaccinium corymbosum L.	SPECIES	ACCEPTED	2882849: Vaccinium corymbosum L.
2883007	Kalmia angustifolia L.	SPECIES	ACCEPTED	2883007: Kalmia angustifolia L.
2888298	Moneses uniflora A.Gray	SPECIES	ACCEPTED	2888298: Moneses uniflora A.Gray
2888310	Orthilia secunda House	SPECIES	ACCEPTED	2888310: Orthilia secunda House
2888323	Clethra alnifolia L.	SPECIES	ACCEPTED	2888323: Clethra alnifolia L.
2888380	Eschscholzia californica Cham.	SPECIES	ACCEPTED	2888380: Eschscholzia californica Cham.
2888446	Papaver hybridum L.	SPECIES	ACCEPTED	2888446: Papaver hybridum L.
2888513	Pseudofumaria lutea (L.) Borkh.	SPECIES	ACCEPTED	2888513: Pseudofumaria lutea (L.) Borkh. | 5334195: Corydalis lutea (L.) DC.
2888553	Dicentra formosa Walp.	SPECIES	ACCEPTED	2888553: Dicentra formosa Walp.
2888559	Hypecoum pendulum L.	SPECIES	ACCEPTED	2888559: Hypecoum pendulum L.
2888579	Leycesteria formosa Wall.	SPECIES	ACCEPTED	2888579: Leycesteria formosa Wall.
2888585	Viburnum tinus L.	SPECIES	ACCEPTED	2888585: Viburnum tinus L.
2888625	Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.	SPECIES	ACCEPTED	2888625: Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.
2888636	Symphoricarpos orbiculatus Moench	SPECIES	ACCEPTED	2888636: Symphoricarpos orbiculatus Moench
2888706	Kolkwitzia amabilis Graebn.	SPECIES	ACCEPTED	2888706: Kolkwitzia amabilis Graebn.
2888773	Valerianella eriocarpa Desv.	SPECIES	ACCEPTED	2888773: Valerianella eriocarpa Desv.
2888797	Cephalaria gigantea (Ledeb.) Bobrov	SPECIES	ACCEPTED	2888797: Cephalaria gigantea (Ledeb.) Bobrov
2888806	Scabiosa ochroleuca L.	SPECIES	ACCEPTED	2888806: Scabiosa ochroleuca L.
2888814	Dipsacus laciniatus L.	SPECIES	ACCEPTED	2888814: Dipsacus laciniatus L.
2888816	Dipsacus sativus (L.) Honckeny	SPECIES	ACCEPTED	2888816: Dipsacus sativus (L.) Honckeny
2888859	Muehlenbeckia complexa Meisn.	SPECIES	ACCEPTED	2888859: Muehlenbeckia complexa Meisn.
2888867	Rheum rhabarbarum L.	SPECIES	ACCEPTED	2888867: Rheum rhabarbarum L. | 4038039: Rheum ×cultorum Thorsrud & Reisaether
2888946	Rumex longifolius DC.	SPECIES	ACCEPTED	2888946: Rumex longifolius DC.
2888990	Rumex salicifolius Weinm.	SPECIES	ACCEPTED	2888990: Rumex salicifolius Weinm.
2888993	Rumex bucephalophorus L.	SPECIES	ACCEPTED	2888993: Rumex bucephalophorus L.
2889005	Rumex kerneri Borbás	SPECIES	ACCEPTED	2889005: Rumex kerneri Borbás | 4034971: Rumex cristatus subsp. kerneri (Borbás) J.R.Akeroyd & D.A.Webb
2889010	Rumex cristatus DC.	SPECIES	ACCEPTED	2889010: Rumex cristatus DC.
2889019	Rumex patientia L.	SPECIES	ACCEPTED	2889019: Rumex patientia L.
2889023	Rumex stenophyllus Ledeb.	SPECIES	ACCEPTED	2889023: Rumex stenophyllus Ledeb.
2889037	Rumex rugosus Campd.	SPECIES	ACCEPTED	2889037: Rumex rugosus Campd.
2889038	Rumex dentatus L.	SPECIES	ACCEPTED	2889038: Rumex dentatus L.
2889088	Reynoutria sachalinensis Nakai	SPECIES	ACCEPTED	5334293: Fallopia sachalinensis (Friedrich Schmidt Petrop.) Ronse Decraene
2889173	Reynoutria japonica Houtt.	SPECIES	ACCEPTED	5334357: Fallopia japonica (Houtt.) Ronse Decraene | 7128523: Fallopia japonica var. japonica | 8361333: Fallopia compacta (Hook.fil.) G.H.Loos & P.Keil | 2889173: Reynoutria japonica Houtt. | 5334352: Polygonum cuspidatum Sieb. & Zucc.
2889229	Persicaria orientalis (L.) Spach	SPECIES	ACCEPTED	5334392: Polygonum orientale L. | 2889229: Persicaria orientalis (L.) Spach
2889304	Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross	SPECIES	ACCEPTED	2889304: Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross | 5334454: Polygonum capitatum Buch.-Ham. ex D.Don
2889373	Fagopyrum esculentum Moench	SPECIES	ACCEPTED	2889373: Fagopyrum esculentum Moench | 5334482: Polygonum fagopyrum L.
2889378	Fagopyrum tataricum Gaertn.	SPECIES	ACCEPTED	2889378: Fagopyrum tataricum Gaertn.
2889934	Tropaeolum majus L.	SPECIES	ACCEPTED	2889934: Tropaeolum majus L.
2890013	Geranium divaricatum Ehrh.	SPECIES	ACCEPTED	2890013: Geranium divaricatum Ehrh.
2890035	Geranium oxonianum Yeo	SPECIES	ACCEPTED	2890035: Geranium oxonianum Yeo
2890122	Geranium pyrenaicum Burm.f.	SPECIES	ACCEPTED	2890122: Geranium pyrenaicum Burm.f.
2890287	Geranium nodosum L.	SPECIES	ACCEPTED	2890287: Geranium nodosum L.
2890502	Geranium endressii J.Gay	SPECIES	ACCEPTED	2890502: Geranium endressii J.Gay
2890541	Geranium purpureum Vill.	SPECIES	ACCEPTED	2890541: Geranium purpureum Vill.
2890623	Geranium carolinianum L.	SPECIES	ACCEPTED	2890623: Geranium carolinianum L.
2890651	Geranium psilostemon Ledeb.	SPECIES	ACCEPTED	2890651: Geranium psilostemon Ledeb.
2891079	Geranium macrorrhizum L.	SPECIES	ACCEPTED	2891079: Geranium macrorrhizum L.
2891390	Geranium phaeum L.	SPECIES	ACCEPTED	2891390: Geranium phaeum L.
2891664	Oxalis articulata Savign.	SPECIES	ACCEPTED	2891664: Oxalis articulata Savign.
2891677	Oxalis dillenii Jacq.	SPECIES	ACCEPTED	2891677: Oxalis dillenii Jacq.
2891707	Oxalis debilis Kunth	SPECIES	ACCEPTED	2891707: Oxalis debilis Kunth | 3626865: Oxalis corymbosa DC.
2891755	Oxalis latifolia Kunth	SPECIES	ACCEPTED	2891755: Oxalis latifolia Kunth
2891770	Impatiens glandulifera Royle	SPECIES	ACCEPTED	2891770: Impatiens glandulifera Royle | 2891771: Impatiens roylei Walpers
2891774	Impatiens capensis Meerb.	SPECIES	ACCEPTED	2891774: Impatiens capensis Meerb.
2891782	Impatiens parviflora DC.	SPECIES	ACCEPTED	2891782: Impatiens parviflora DC.
2891783	Impatiens balfourii Hook.f.	SPECIES	ACCEPTED	2891783: Impatiens balfourii Hook.f.
2892272	Rubia tinctorum L.	SPECIES	ACCEPTED	2892272: Rubia tinctorum L.
2914590	Galium murale All.	SPECIES	ACCEPTED	2914590: Galium murale All.
2916662	Asperula arvensis L.	SPECIES	ACCEPTED	2916662: Asperula arvensis L.
2925351	Clerodendrum bungei Steud.	SPECIES	ACCEPTED	2925351: Clerodendrum bungei Steud.
2925366	Clerodendrum trichotomum Thunb.	SPECIES	ACCEPTED	2925366: Clerodendrum trichotomum Thunb.
2925496	Verbena rigida Spreng.	SPECIES	ACCEPTED	2925496: Verbena rigida Spreng.
2925514	Verbena bonariensis L.	SPECIES	ACCEPTED	2925514: Verbena bonariensis L.
2925527	Verbena hastata L.	SPECIES	ACCEPTED	2925527: Verbena hastata L.
2925530	Verbena urticifolia L.	SPECIES	ACCEPTED	2925530: Verbena urticifolia L.
2925532	Verbena bracteata Lag. & Rodr.	SPECIES	ACCEPTED	2925532: Verbena bracteata Lag. & Rodr.
2925756	Lappula squarrosa Dumort.	SPECIES	ACCEPTED	2925756: Lappula squarrosa Dumort. | 8266202: Lappula echinata Fritsch
2925767	Heliotropium europaeum L.	SPECIES	ACCEPTED	2925767: Heliotropium europaeum L.
2925816	Cynoglossum amabile Stapf & Drummond	SPECIES	ACCEPTED	2925816: Cynoglossum amabile Stapf & Drummond
2925895	Echium plantagineum L.	SPECIES	ACCEPTED	2925895: Echium plantagineum L.
2926042	Nonea lutea DC.	SPECIES	ACCEPTED	2926042: Nonea lutea DC.
2926045	Brunnera macrophylla I.M.Johnst.	SPECIES	ACCEPTED	2926045: Brunnera macrophylla I.M.Johnst.
2926048	Omphalodes verna Moench	SPECIES	ACCEPTED	2926048: Omphalodes verna Moench
2926055	Asperugo procumbens L.	SPECIES	ACCEPTED	2926055: Asperugo procumbens L.
2926066	Symphytum asperum Lepech.	SPECIES	ACCEPTED	2926066: Symphytum asperum Lepech.
2926108	Cerinthe major L.	SPECIES	ACCEPTED	2926108: Cerinthe major L.
2926110	Borago officinalis L.	SPECIES	ACCEPTED	2926110: Borago officinalis L.
2926130	Pentaglottis sempervirens (L.) L.H.Bailey	SPECIES	ACCEPTED	2926130: Pentaglottis sempervirens (L.) L.H.Bailey
2926572	Physostegia virginiana Benth.	SPECIES	ACCEPTED	2926572: Physostegia virginiana Benth.
2926686	Sideritis lanata L.	SPECIES	ACCEPTED	2926686: Sideritis lanata L.
2926688	Sideritis montana L.	SPECIES	ACCEPTED	2926688: Sideritis montana L.
2926884	Satureja montana L.	SPECIES	ACCEPTED	2926884: Satureja montana L.
2926885	Satureja hortensis L.	SPECIES	ACCEPTED	2926885: Satureja hortensis L.
2926992	Salvia hispanica L.	SPECIES	ACCEPTED	2926992: Salvia hispanica L.
2926995	Salvia verticillata L.	SPECIES	ACCEPTED	2926995: Salvia verticillata L.
2927000	Salvia sclarea L.	SPECIES	ACCEPTED	2927000: Salvia sclarea L.
2927001	Salvia reflexa Hornem.	SPECIES	ACCEPTED	2927001: Salvia reflexa Hornem.
2927004	Salvia officinalis L.	SPECIES	ACCEPTED	2927004: Salvia officinalis L.
2927026	Salvia glutinosa L.	SPECIES	ACCEPTED	2927026: Salvia glutinosa L.
2927028	Salvia nemorosa L.	SPECIES	ACCEPTED	2927028: Salvia nemorosa L.
2927096	Ocimum basilicum L.	SPECIES	ACCEPTED	2927096: Ocimum basilicum L.
2927174	Mentha requienii Benth.	SPECIES	ACCEPTED	2927174: Mentha requienii Benth.
2927220	Dracocephalum parviflorum Nutt.	SPECIES	ACCEPTED	2927220: Dracocephalum parviflorum Nutt.
2927222	Dracocephalum moldavica L.	SPECIES	ACCEPTED	2927222: Dracocephalum moldavica L.
2927230	Stachys byzantina K.Koch	SPECIES	ACCEPTED	2927230: Stachys byzantina K.Koch
2927303	Lavandula stoechas L.	SPECIES	ACCEPTED	2927303: Lavandula stoechas L.
2927305	Lavandula angustifolia Mill.	SPECIES	ACCEPTED	2927305: Lavandula angustifolia Mill.
2927530	Cuscuta epilinum Weihe	SPECIES	ACCEPTED	2927530: Cuscuta epilinum Weihe
2927684	Navarretia squarrosa (Eschsch.) Hook. & Arn.	SPECIES	ACCEPTED	2927684: Navarretia squarrosa (Eschsch.) Hook. & Arn.
2927727	Phlox subulata L.	SPECIES	ACCEPTED	2927727: Phlox subulata L.
2927744	Phlox paniculata L.	SPECIES	ACCEPTED	2927744: Phlox paniculata L.
2927783	Phlox maculata L.	SPECIES	ACCEPTED	2927783: Phlox maculata L.
2927850	Polemonium caeruleum L.	SPECIES	ACCEPTED	2927850: Polemonium caeruleum L.
2928034	Nemophila maculata Benth. ex Lindl.	SPECIES	ACCEPTED	2928034: Nemophila maculata Benth. ex Lindl.
2928226	Phacelia tanacetifolia Benth.	SPECIES	ACCEPTED	2928226: Phacelia tanacetifolia Benth.
2928238	Phacelia campanularia A.Gray	SPECIES	ACCEPTED	2928238: Phacelia campanularia A.Gray
2928538	Ipomoea hederacea Jacq.	SPECIES	ACCEPTED	7324046: Ipomoea hederacea var. hederacea | 2928622: Ipomoea hederacea var. integriuscula A.Gray | 2928538: Ipomoea hederacea Jacq.
2928576	Ipomoea purpurea (L.) Roth	SPECIES	ACCEPTED	2928576: Ipomoea purpurea (L.) Roth
2928583	Ipomoea leucantha Jacq.	SPECIES	ACCEPTED	2928583: Ipomoea leucantha Jacq. | 3681600: Ipomoea lacunosa f. purpurata Fern.
2928613	Ipomoea wrightii A.Gray	SPECIES	ACCEPTED	2928613: Ipomoea wrightii A.Gray
2928666	Dichondra micrantha Urb.	SPECIES	ACCEPTED	2928666: Dichondra micrantha Urb.
2928668	Dichondra argentea Willd.	SPECIES	ACCEPTED	2928668: Dichondra argentea Willd.
2928751	Datura stramonium L.	SPECIES	ACCEPTED	2928751: Datura stramonium L. | 2928753: Datura stramonium var. tatula (L.) Torr. | 7299431: Datura stramonium f. stramonium
2928755	Datura innoxia Mill.	SPECIES	ACCEPTED	2928755: Datura innoxia Mill.
2928761	Nicotiana alata Link & Otto	SPECIES	ACCEPTED	2928761: Nicotiana alata Link & Otto
2928767	Nicotiana sylvestris Speg. & Comes	SPECIES	ACCEPTED	2928767: Nicotiana sylvestris Speg. & Comes
2928774	Nicotiana tabacum L.	SPECIES	ACCEPTED	2928774: Nicotiana tabacum L.
2928775	Nicotiana rustica L.	SPECIES	ACCEPTED	2928775: Nicotiana rustica L.
2928779	Nicotiana forgetiana Hort.Sand. ex Hemsl.	SPECIES	ACCEPTED	2928779: Nicotiana forgetiana Hort.Sand. ex Hemsl.
2928783	Nicotiana glauca Graham	SPECIES	ACCEPTED	2928783: Nicotiana glauca Graham
2928809	Lycium chinense Mill.	SPECIES	ACCEPTED	2928809: Lycium chinense Mill.
2928835	Lycium barbarum L.	SPECIES	ACCEPTED	2928835: Lycium barbarum L.
2928861	Petunia integrifolia (Hook.) Schinz & Thell.	SPECIES	ACCEPTED	2928861: Petunia integrifolia (Hook.) Schinz & Thell.
2928979	Hyoscyamus albus L.	SPECIES	ACCEPTED	2928979: Hyoscyamus albus L.
2929892	Solanum elaeagnifolium Cav.	SPECIES	ACCEPTED	2929892: Solanum elaeagnifolium Cav.
2930080	Solanum ptychanthum Dunal	SPECIES	ACCEPTED	2930080: Solanum ptychanthum Dunal
2930137	Solanum lycopersicum L.	SPECIES	ACCEPTED	2930137: Solanum lycopersicum L. | 7138550: Lycopersicon esculentum var. esculentum
2930262	Solanum tuberosum L.	SPECIES	ACCEPTED	2930262: Solanum tuberosum L.
2930805	Solanum sarrachoides Sendtn.	SPECIES	ACCEPTED	2930805: Solanum sarrachoides Sendtn.
2931104	Solanum pseudocapsicum L.	SPECIES	ACCEPTED	2931104: Solanum pseudocapsicum L.
2931914	Solanum viarum Dunal	SPECIES	ACCEPTED	2931914: Solanum viarum Dunal
2932011	Solanum carolinense L.	SPECIES	ACCEPTED	2932011: Solanum carolinense L.
2932184	Solanum sisymbriifolium Lam.	SPECIES	ACCEPTED	2932184: Solanum sisymbriifolium Lam.
2932944	Capsicum annuum L.	SPECIES	ACCEPTED	2932944: Capsicum annuum L.
2947311	Cicer arietinum L.	SPECIES	ACCEPTED	2947311: Cicer arietinum L.
2948921	Cullen americanum Rydb.	SPECIES	ACCEPTED	2948923: Psoralea americana L.
2951968	Ulex minor Roth	SPECIES	ACCEPTED	2951968: Ulex minor Roth
2951998	Ulex gallii Planch.	SPECIES	ACCEPTED	2951998: Ulex gallii Planch.
2956441	Colutea media Willd.	SPECIES	ACCEPTED	2956441: Colutea media Willd.
2957408	Senna obtusifolia (L.) H.S.Irwin & Barneby	SPECIES	ACCEPTED	5354123: Cassia obtusifolia L. | 2957408: Senna obtusifolia (L.) H.S.Irwin & Barneby
2959443	Gleditsia triacanthos L.	SPECIES	ACCEPTED	2959443: Gleditsia triacanthos L.
2963817	Lupinus luteus L.	SPECIES	ACCEPTED	2963817: Lupinus luteus L.
2964025	Lupinus angustifolius L.	SPECIES	ACCEPTED	2964025: Lupinus angustifolius L.
2964167	Lupinus albus L.	SPECIES	ACCEPTED	2964167: Lupinus albus L.
2964355	Lupinus polyphyllus Lindl.	SPECIES	ACCEPTED	2964355: Lupinus polyphyllus Lindl.
